"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Wethersfield School District","900384900","2013-2014","Non-Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2013-2014","Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2014-2015","Non-Special Education","Total Cohort Count","Number","252"
"Wethersfield School District","900384900","2014-2015","Special Education","Total Cohort Count","Number","32"
"Wethersfield School District","900384900","2014-2015","Non-Special Education","Four Year Graduation Count","Number","241"
"Wethersfield School District","900384900","2014-2015","Special Education","Four Year Graduation Count","Number","17"
"Wethersfield School District","900384900","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","95.6"
"Wethersfield School District","900384900","2014-2015","Special Education","Four Year Graduation Rate","Percent","53.1"
"Wethersfield School District","900384900","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Wethersfield School District","900384900","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Wethersfield School District","900384900","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Wethersfield School District","900384900","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Wethersfield School District","900384900","2014-2015","Non-Special Education","Other Count","Number","-9999"
"Wethersfield School District","900384900","2014-2015","Special Education","Other Count","Number","-9999"
"Wethersfield School District","900384900","2014-2015","Non-Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2014-2015","Special Education","Other Rate","Percent","-9999"
"Willington School District","","2010-2011","Non-Special Education","Total Cohort Count","Number","-6666"
"Willington School District","","2010-2011","Special Education","Total Cohort Count","Number","-6666"
"Willington School District","","2010-2011","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Willington School District","","2010-2011","Special Education","Four Year Graduation Count","Number","-6666"
"Willington School District","","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Willington School District","","2010-2011","Special Education","Four Year Graduation Rate","Percent","-6666"
"Willington School District","","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Willington School District","","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Willington School District","","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Willington School District","","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Willington School District","","2010-2011","Non-Special Education","Other Count","Number","-6666"
"Willington School District","","2010-2011","Special Education","Other Count","Number","-6666"
"Willington School District","","2010-2011","Non-Special Education","Other Rate","Percent","-6666"
"Willington School District","","2010-2011","Special Education","Other Rate","Percent","-6666"
"Willington School District","","2011-2012","Non-Special Education","Total Cohort Count","Number","-6666"
"Willington School District","","2011-2012","Special Education","Total Cohort Count","Number","-6666"
"Willington School District","","2011-2012","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Willington School District","","2011-2012","Special Education","Four Year Graduation Count","Number","-6666"
"Willington School District","","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Willington School District","","2011-2012","Special Education","Four Year Graduation Rate","Percent","-6666"
"Willington School District","","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Willington School District","","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Willington School District","","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Willington School District","","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Willington School District","","2011-2012","Non-Special Education","Other Count","Number","-6666"
"Willington School District","","2011-2012","Special Education","Other Count","Number","-6666"
"Willington School District","","2011-2012","Non-Special Education","Other Rate","Percent","-6666"
"Willington School District","","2011-2012","Special Education","Other Rate","Percent","-6666"
"Willington School District","","2012-2013","Non-Special Education","Total Cohort Count","Number","-6666"
"Willington School District","","2012-2013","Special Education","Total Cohort Count","Number","-6666"
"Willington School District","","2012-2013","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Willington School District","","2012-2013","Special Education","Four Year Graduation Count","Number","-6666"
"Willington School District","","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Willington School District","","2012-2013","Special Education","Four Year Graduation Rate","Percent","-6666"
"Willington School District","","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Willington School District","","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Willington School District","","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Willington School District","","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Willington School District","","2012-2013","Non-Special Education","Other Count","Number","-6666"
"Willington School District","","2012-2013","Special Education","Other Count","Number","-6666"
"Willington School District","","2012-2013","Non-Special Education","Other Rate","Percent","-6666"
"Willington School District","","2012-2013","Special Education","Other Rate","Percent","-6666"
"Willington School District","","2013-2014","Non-Special Education","Total Cohort Count","Number","-6666"
"Willington School District","","2013-2014","Special Education","Total Cohort Count","Number","-6666"
"Willington School District","","2013-2014","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Willington School District","","2013-2014","Special Education","Four Year Graduation Count","Number","-6666"
